contig	length	gc	stage1_fre	stage1_mean_depth	stage1_mean_cov	stage2_fre	stage2_mean_depth	stage2_mean_cov	control.fre	control.mean.depth	contro.mean.cov	annotation
k141_454	498	0.380	5	19.600	0.976	14	10.429	0.955	2112	0.561720138131485	0.281748124699834	Homo sapiens
k141_2932	446	0.363	5	12.200	0.974	14	9.143	0.949	2114	0.721561355679583	0.255417911119563	Homo sapiens
k141_531	489	0.382	5	2.200	0.780	6	4.667	0.886	2114	0.697914160578843	0.173270698036234	Homo sapiens
k141_9765	412	0.379	2	1.500	0.649	3	3.000	0.819	2115	1.531921997193	0.360832236660312	NA
k141_10489	537	0.425	5	5.400	0.944	7	33.714	0.889	2117	0.82815036026614	0.254214364691493	NA
k141_970	440	0.393	3	2.000	0.748	3	3.000	0.783	2117	0.701168264584739	0.23219452383049	Homo sapiens
k141_5720	366	0.385	3	1.000	0.918	2	1.000	0.933	2120	0.734194438173504	0.262636062917066	NA
k141_9517	417	0.422	5	7.400	0.946	7	17.143	0.953	2120	0.657794036672561	0.256987499455207	NA
k141_4058	664	0.389	5	34.800	1.000	14	29.214	0.931	2121	0.378492054903042	0.147313966837808	Homo sapiens
k141_5996	522	0.400	3	2.667	0.914	9	2.000	0.762	2122	0.567273123882452	0.243896531920546	Homo sapiens
k141_8762	728	0.453	5	21.200	0.489	14	14.786	0.326	2122	0.40635035098488	0.133551830425617	Symphalangus syndactylus
k141_1931	688	0.366	5	57.400	0.996	16	32.438	0.947	2122	0.403074558188744	0.197818849081219	Homo sapiens
k141_6544	465	0.398	4	2.500	0.976	7	4.714	0.941	2123	1.75319557687295	0.37287486118803	NA
k141_6204	803	0.410	5	14.000	0.847	15	10.467	0.692	2123	0.591726750970946	0.220804422843113	Homo sapiens
k141_8410	524	0.368	4	2.250	0.993	10	4.500	0.791	2123	0.541771948634569	0.252634327428458	Homo sapiens
k141_5927	793	0.397	5	23.800	0.916	15	10.267	0.759	2123	0.539575110048786	0.201936383746974	Homo sapiens
k141_3164	305	0.377	4	4.500	0.993	6	6.333	0.983	2124	0.891790170887129	0.314764034917673	NA
k141_9855	664	0.410	4	1.250	0.598	2	4.500	0.746	2124	0.365781954277832	0.216865310948865	NA
k141_6747	592	0.348	2	1.000	0.988	3	1.000	0.741	2125	0.652373627955833	0.227251686417491	Homo sapiens
k141_3659	665	0.371	5	41.400	0.977	16	19.750	0.933	2125	0.631511666478961	0.28400609158179	Homo sapiens
k141_1156	789	0.397	2	3.000	0.677	11	3.364	0.501	2125	0.502679072440222	0.141027869890642	Homo sapiens
k141_2165	527	0.404	3	3.000	0.972	11	2.545	0.663	2126	0.688008435817083	0.288975332716743	Homo sapiens
k141_10015	784	0.366	5	3.600	0.789	10	4.300	0.660	2127	0.38290582951547	0.176742006246994	Homo sapiens
k141_7635	390	0.356	5	3.400	0.890	11	3.000	0.973	2128	0.747235435154106	0.284486160997612	Homo sapiens
k141_4027	674	0.356	5	3.400	0.904	5	2.400	0.893	2128	0.65697480840902	0.253909524367028	Homo sapiens
k141_10291	642	0.413	5	3.800	0.847	8	7.125	0.782	2128	0.406620890396912	0.22591581608596	NA
k141_5018	310	0.413	4	2.250	0.998	3	1.333	0.826	2129	0.876660757554022	0.326954359079474	NA
k141_8943	725	0.383	3	2.333	0.654	4	1.250	0.639	2129	0.552769553943472	0.146214604543811	Homo sapiens
k141_10256	612	0.399	3	10.000	0.985	2	16.000	0.897	2130	9.93421313514731	0.365888504647818	Homo sapiens
k141_510	479	0.395	5	12.400	0.880	13	7.385	0.821	2130	0.906119100280093	0.321239166267298	Homo sapiens
k141_8818	445	0.393	3	5.000	0.966	5	6.600	0.987	2130	0.581192482697493	0.235302474323647	NA
k141_3277	498	0.414	3	1.333	0.740	8	1.750	0.782	2130	0.56260104110197	0.245041439598795	Homo sapiens
k141_4567	624	0.420	4	1.750	0.799	7	7.571	0.823	2130	0.471310295780809	0.188882049082947	NA
k141_5672	712	0.409	5	8.000	0.993	7	12.000	0.744	2131	0.464855181823048	0.200368909763847	NA
k141_8096	408	0.400	4	3.000	0.994	4	7.000	0.859	2132	0.688016168988901	0.241632494795413	Homo sapiens
k141_10324	651	0.399	5	25.400	0.985	12	15.083	0.864	2133	0.563184403848118	0.150766403011172	Homo sapiens
k141_3351	586	0.418	5	4.000	0.922	8	5.250	0.858	2133	0.479830115463792	0.178587098101877	NA
k141_529	684	0.399	4	1.250	0.459	4	3.000	0.574	2134	0.463639728068004	0.244410448334309	Homo sapiens
k141_4672	342	0.363	5	4.200	0.974	8	3.625	0.889	2135	1.24634170304088	0.326375480574293	Homo sapiens
k141_10180	412	0.383	3	3.000	0.970	9	3.111	0.913	2135	1.1533243977233	0.200491203068483	Homo sapiens
k141_5826	445	0.420	2	2.000	0.981	2	3.500	0.722	2135	0.574480492513044	0.163035517087335	Naegleria fowleri
k141_3586	672	0.390	2	1.500	0.781	5	3.600	0.730	2135	0.453710933841871	0.189288423942066	Homo sapiens
k141_2963	986	0.406	5	22.400	0.889	16	29.062	0.956	2135	0.292039848210209	0.126572960532884	Homo sapiens
k141_7915	668	0.400	4	2.500	0.751	7	2.429	0.714	2136	0.903378655937962	0.268370490469873	Homo sapiens
k141_10020	588	0.422	2	1.500	0.601	4	2.500	0.508	2136	0.621686393233807	0.128584093333576	Homo sapiens
k141_897	365	0.405	5	2.600	0.883	6	9.333	0.906	2137	0.712954706332657	0.272166176495911	NA
k141_9801	460	0.385	2	2.000	0.745	5	2.000	0.679	2138	1.4060180320989	0.154764758072232	Homo sapiens
k141_9228	624	0.396	5	5.200	0.786	15	6.067	0.753	2138	0.608744769487521	0.236947155118233	Homo sapiens
k141_9512	627	0.372	2	3.500	0.922	6	2.000	0.709	2138	0.579347454634136	0.163672068487447	Homo sapiens
k141_7176	422	0.377	2	1.500	0.979	4	1.250	0.682	2139	2.53868898278103	0.173194608756762	Homo sapiens
k141_2808	486	0.397	2	1.000	0.953	4	1.000	0.467	2139	0.76207858509044	0.222592928490196	Homo sapiens
k141_505	445	0.378	5	7.800	0.987	15	3.933	0.894	2139	0.718556088426167	0.322060524581598	Homo sapiens
k141_407	402	0.405	4	2.750	0.873	5	19.200	0.953	2139	0.68164254044681	0.253749235026136	NA
k141_8395	461	0.406	3	1.333	0.654	6	1.667	0.800	2139	0.635479051129006	0.299927574133686	NA
k141_3469	366	0.374	4	8.750	1.000	6	12.667	0.985	2140	0.848783626830382	0.311869905149792	Homo sapiens
k141_8578	430	0.405	3	2.000	0.834	3	3.000	0.861	2140	0.620234227178021	0.27085782747464	NA
k141_5372	609	0.394	4	8.250	0.892	7	27.000	0.797	2141	0.611438507626284	0.192764195282621	Homo sapiens
k141_1447	1516	0.399	5	33.600	0.896	14	21.929	0.704	2141	0.19931138397159	0.093897938489363	Homo sapiens
k141_4357	371	0.394	5	3.000	0.989	5	8.000	0.983	2142	0.780088190845292	0.275404768538206	NA
k141_2352	863	0.389	5	65.400	0.950	17	42.353	0.848	2142	0.36323650030505	0.151141448396403	Homo sapiens
k141_5005	464	0.388	5	15.000	0.853	13	30.154	0.810	2143	1.11998504455983	0.205192301775342	Homo sapiens
k141_9516	577	0.390	5	2.400	0.792	4	7.000	0.784	2143	0.483812740473476	0.186424085071976	Naegleria fowleri
k141_708	310	0.381	2	1.000	0.682	2	1.000	0.916	2144	1.30852524875993	0.346249933310546	Homo sapiens
k141_3689	471	0.397	2	1.000	0.930	2	2.500	0.658	2144	0.912784915304512	0.292757565914417	Naegleria fowleri
k141_7445	495	0.410	4	1.250	0.858	4	4.000	0.826	2146	0.625376442664853	0.313098363326151	NA
k141_7244	672	0.406	5	7.200	0.854	6	13.333	0.883	2146	0.364229425817613	0.185367110672778	Homo sapiens
k141_10170	602	0.399	3	13.000	0.999	3	4.333	0.840	2147	1.23237901551283	0.216939213039843	Homo sapiens
k141_4508	793	0.371	3	10.333	0.891	2	3.000	0.684	2148	0.919258238436709	0.214055170187554	Homo sapiens
k141_2195	986	0.369	5	64.800	0.928	17	34.412	0.872	2148	0.31492165136733	0.168891634122901	Homo sapiens
k141_9866	611	0.370	5	69.000	0.986	17	29.588	0.941	2149	0.833829812263228	0.216616201773801	Homo sapiens
k141_2441	411	0.384	4	2.000	0.687	4	1.750	0.529	2149	0.799384012593479	0.329245822500197	Homo sapiens
k141_2130	578	0.379	5	18.800	1.000	15	12.533	0.929	2149	0.755260389864519	0.28671659309153	Homo sapiens
k141_21	445	0.387	4	3.500	1.000	3	4.333	0.817	2149	0.674950401316966	0.214951806639842	Homo sapiens
k141_9442	536	0.382	4	4.750	0.878	9	3.889	0.722	2150	0.940845416838635	0.293308689279305	Homo sapiens
k141_2532	398	0.387	3	2.000	1.000	4	3.000	0.964	2150	0.785423032283159	0.320167036079289	NA
k141_1219	717	0.399	3	2.000	0.702	2	2.000	0.365	2150	0.605191106889381	0.164717069698051	Homo sapiens
k141_7379	634	0.385	5	37.600	0.946	16	15.125	0.900	2151	0.635576829499495	0.319359665070015	NA
k141_8558	431	0.413	4	1.750	0.984	5	1.200	0.787	2151	0.608937458889968	0.212283830083269	Homo sapiens
k141_9905	445	0.369	4	1.250	0.852	4	2.250	0.889	2152	1.14825465057233	0.280063239275906	Homo sapiens
k141_9901	368	0.389	2	1.000	0.967	3	1.333	0.457	2152	1.0176798759051	0.315954158462634	Homo sapiens
k141_847	392	0.398	2	1.000	0.925	3	5.667	0.992	2152	0.749183193527097	0.293441498499446	NA
k141_4731	245	0.376	2	1.500	0.931	2	4.500	0.988	2153	1.547230891299	0.406544055856877	Homo sapiens
k141_1625	337	0.395	4	1.500	0.904	4	6.500	0.923	2153	1.00406017430734	0.310811759353552	NA
k141_7632	281	0.363	2	1.000	0.923	8	2.625	0.919	2154	1.99445073670118	0.407267673682969	Homo sapiens
k141_2590	425	0.386	2	1.000	0.756	3	1.667	0.833	2154	1.66485441330274	0.244558101066315	Homo sapiens
k141_6266	641	0.401	4	3.500	0.869	8	4.250	0.812	2154	1.40828963786291	0.319887888034991	NA
k141_2672	305	0.367	5	2.800	0.925	4	5.500	0.909	2154	0.966123429257455	0.338646473543437	NA
k141_2990	417	0.415	3	1.667	0.978	2	2.500	0.866	2154	0.73925605032629	0.283701197939611	NA
k141_5165	599	0.376	4	2.750	0.803	7	14.143	0.882	2154	0.621124908296181	0.200570780156957	Homo sapiens
k141_2760	310	0.387	2	2.000	0.848	4	2.250	0.750	2155	1.69387315741346	0.477636858774821	Homo sapiens
k141_5645	390	0.413	2	3.500	0.892	2	1.500	0.541	2155	0.815846248019609	0.302056007219172	Homo sapiens
k141_1655	387	0.370	5	15.400	1.000	9	17.111	0.998	2155	0.774555581147243	0.275354605040889	NA
k141_182	531	0.399	3	4.667	0.985	9	3.444	0.728	2157	1.0000304109567	0.203144600621149	Homo sapiens
k141_384	556	0.379	3	1.667	0.628	3	3.000	0.640	2158	1.01661531173216	0.299928236113018	Naegleria fowleri
k141_6319	283	0.382	2	1.000	0.919	3	3.000	0.953	2158	1.00426634678799	0.353053817058941	NA
k141_8738	488	0.410	3	5.333	0.804	8	7.250	0.710	2158	0.857559757460448	0.218421282438949	Homo sapiens
k141_5181	839	0.390	3	5.667	0.989	8	4.875	0.807	2158	0.732745392181665	0.247789608825327	Homo sapiens
k141_5756	477	0.417	4	2.250	0.951	7	3.714	0.826	2158	0.664522044241459	0.260003379262465	Homo sapiens
k141_10068	770	0.401	5	24.600	0.779	16	12.625	0.654	2158	0.639798575659195	0.107294777883537	Homo sapiens
k141_6909	412	0.403	5	25.600	1.000	12	33.333	0.938	2159	0.735522300311981	0.270970120222709	NA
k141_4747	377	0.393	4	2.000	0.993	4	10.250	0.997	2160	0.852912919115657	0.250900393937244	NA
k141_2237	428	0.383	3	1.000	0.844	3	1.333	0.812	2160	0.825741938425517	0.335380745285161	Homo sapiens
k141_4218	710	0.401	4	3.500	0.871	7	6.429	0.834	2160	0.630831489179177	0.251713901060564	NA
k141_7700	618	0.403	3	3.000	0.754	5	4.400	0.754	2161	0.901488765998131	0.264741699795418	Naegleria fowleri
k141_1902	388	0.394	5	7.200	0.953	8	12.250	0.869	2161	0.718127749400143	0.291688306504538	NA
k141_8198	438	0.377	5	18.200	0.966	11	16.818	0.947	2161	0.675429648517684	0.285444506902801	Homo sapiens
k141_8101	435	0.411	3	3.667	0.998	4	1.750	0.979	2161	0.666618104017649	0.238119534563506	NA
k141_8271	490	0.390	3	1.000	0.873	3	1.000	0.822	2161	0.620781616004447	0.2356883790206	NA
k141_9673	656	0.428	5	4.200	0.909	5	9.800	0.859	2161	0.463865866069495	0.164959644332932	NA
k141_5963	1038	0.408	5	3.600	0.859	14	3.429	0.597	2161	0.378614821574545	0.174957582462693	Homo sapiens
k141_2653	561	0.376	4	2.250	0.479	8	4.125	0.489	2162	1.71808053897548	0.195945408840225	Homo sapiens
k141_8440	348	0.420	4	2.000	0.982	8	1.250	0.575	2163	0.934236950603505	0.216236412187937	Homo sapiens
k141_6719	359	0.390	5	2.000	0.943	7	10.143	0.924	2163	0.853722520037142	0.273735515441538	NA
k141_4762	625	0.378	4	6.000	0.953	8	4.500	0.821	2163	0.650778845700494	0.253249655006557	Homo sapiens
k141_3660	517	0.412	2	3.000	0.806	2	1.000	0.597	2164	1.05524298927353	0.22160798665344	Homo sapiens
k141_2128	651	0.372	5	12.000	0.943	9	18.333	0.905	2164	0.431914044138194	0.196059779330858	Homo sapiens
k141_4380	562	0.393	4	2.000	0.887	5	2.800	0.822	2167	0.543024752862968	0.201403017418942	Homo sapiens
k141_7465	584	0.385	3	2.333	0.713	5	4.200	0.793	2170	0.565676206227878	0.221950814730311	NA
k141_6349	687	0.373	5	15.800	0.997	16	7.562	0.894	2170	0.539509120191403	0.254365175291296	Homo sapiens
k141_3601	335	0.394	3	1.667	0.825	2	1.000	0.582	2171	1.23599586146761	0.26173506300273	NA
k141_8366	526	0.397	3	2.333	0.738	2	2.000	0.561	2171	0.764663063107236	0.256499543440587	Homo sapiens
k141_4608	1527	0.392	5	26.200	0.956	15	24.867	0.842	2171	0.407171217316245	0.218842260736598	Homo sapiens
k141_4514	513	0.409	2	2.500	0.892	3	1.333	0.890	2172	0.579931818700735	0.237063581408697	NA
k141_8772	709	0.408	2	1.500	0.693	4	1.750	0.600	2173	0.816056402185168	0.167253186779355	NA
k141_5855	376	0.410	3	1.333	0.902	4	1.750	0.808	2173	0.797773144079655	0.278056462190559	NA
k141_3076	646	0.395	5	23.200	1.000	13	31.692	0.933	2173	0.738387207201315	0.27918820742539	NA
k141_5080	496	0.387	2	1.500	0.837	4	2.250	0.774	2173	0.629450900208221	0.247087533857947	Homo sapiens
k141_6321	529	0.401	4	5.000	0.829	6	13.667	0.922	2174	0.864475616380376	0.321125811487437	NA
k141_6235	567	0.400	3	1.333	0.770	2	4.500	0.921	2174	0.604110395943999	0.245431429794875	Homo sapiens
k141_8625	389	0.414	4	6.500	0.982	4	6.250	0.926	2175	0.795692277735707	0.250816393206908	NA
k141_9208	893	0.370	4	3.750	1.000	4	2.000	0.521	2175	0.432924526469145	0.216598847847773	Homo sapiens
k141_6677	446	0.377	5	11.000	0.955	13	8.231	0.882	2176	0.962201559659256	0.383799061969768	NA
k141_9335	498	0.369	4	3.250	0.913	8	2.750	0.825	2176	0.785057596080791	0.307704828143944	Homo sapiens
k141_3315	431	0.394	2	1.000	0.706	3	2.333	0.916	2177	0.715192113519253	0.28036113796436	NA
k141_8586	461	0.395	4	4.000	0.950	5	6.000	0.989	2178	0.743941480324814	0.258263279348626	NA
k141_2642	564	0.388	5	24.600	0.980	12	23.500	0.825	2178	0.551694776965072	0.22592224772094	Homo sapiens
k141_8511	474	0.392	3	3.333	0.741	4	2.750	0.865	2179	0.684663952121426	0.209026462919019	NA
k141_7712	776	0.374	4	3.500	0.826	6	4.667	0.926	2179	0.612529337210041	0.219606571631367	Homo sapiens
k141_3444	366	0.396	2	3.000	1.000	4	4.000	0.899	2180	0.884971771419389	0.305700975072291	NA
k141_391	330	0.385	3	1.000	0.940	4	4.750	1.000	2181	0.999887545632637	0.301947305767707	NA
k141_6821	447	0.385	2	1.500	0.622	4	2.500	0.749	2182	2.07357029917436	0.199232683586747	Homo sapiens
k141_6704	432	0.433	3	1.000	0.789	2	2.000	0.473	2182	0.727778389144003	0.295543597898168	NA
k141_4417	1200	0.396	4	33.750	0.877	5	34.000	0.701	2183	8.47623593694411	0.346449122152009	Homo sapiens
k141_3080	328	0.421	4	2.000	0.875	5	3.600	1.000	2183	1.02625726653973	0.286470249098017	NA
k141_4729	394	0.406	3	2.000	0.934	4	4.000	0.976	2184	0.949851764595615	0.331739860960616	NA
k141_8284	454	0.379	2	1.500	0.763	3	1.000	0.543	2184	0.883447735969593	0.255919289108686	Homo sapiens
k141_9659	399	0.401	2	1.000	0.796	4	2.000	0.765	2184	0.8334615918789	0.250556427933114	Pan troglodytes
k141_8035	553	0.383	4	1.250	0.803	8	1.125	0.584	2184	0.810892922513742	0.289987952451232	Homo sapiens
k141_8057	1004	0.397	5	56.000	0.977	16	37.125	0.790	2184	0.58054439599726	0.182062824899471	Naegleria fowleri
k141_1945	457	0.392	4	2.750	0.960	7	4.143	0.906	2185	1.61862582182062	0.392615008648667	Naegleria fowleri
k141_10076	730	0.367	3	2.667	0.879	10	1.400	0.872	2185	0.693281436076841	0.121581491780007	Homo sapiens
k141_8543	377	0.361	4	1.500	0.849	2	2.500	0.736	2186	2.73030895102359	0.299440750991118	Homo sapiens
k141_8795	509	0.367	3	1.667	0.752	2	3.500	0.796	2187	0.70925419495671	0.185049165904926	NA
k141_953	394	0.414	2	1.500	0.873	4	2.500	0.841	2188	0.997273538465118	0.291929885076502	NA
k141_4981	405	0.375	3	13.333	1.000	4	17.500	0.983	2189	2.29767142782378	0.337381949548223	NA
k141_497	450	0.344	5	3.000	0.937	9	3.667	0.808	2190	1.33345261643951	0.316137527957141	Homo sapiens
k141_6635	355	0.400	2	2.500	0.966	4	2.750	0.906	2190	0.969702930590456	0.43122859978361	NA
k141_6437	552	0.402	3	2.667	0.751	2	1.500	0.665	2191	0.58082316617129	0.176997676496301	NA
k141_3158	322	0.382	5	6.400	0.976	5	12.200	0.976	2192	1.09284775111877	0.317835078063126	NA
k141_1674	871	0.390	4	6.750	0.886	5	4.600	0.761	2192	0.503778026963961	0.16590354094166	Homo sapiens
k141_7344	343	0.414	2	1.000	0.917	2	1.000	0.780	2193	0.976580646492707	0.285608981296801	Naegleria fowleri
k141_4734	382	0.346	3	2.667	0.815	3	1.000	0.923	2194	3.30840950070337	0.316556849432314	Homo sapiens
k141_7842	790	0.376	3	1.333	0.897	2	2.500	0.728	2194	0.576166787261922	0.216425923830691	Homo sapiens
k141_1493	638	0.406	3	12.000	0.969	5	6.000	0.810	2195	21.0704814797264	0.341152079661834	Homo sapiens
k141_1236	614	0.409	3	47.000	0.937	6	19.000	0.826	2195	1.38278444399226	0.25192274410179	Homo sapiens
k141_6796	354	0.410	2	1.500	0.822	3	1.000	0.753	2195	1.22514141183543	0.415725625342984	NA
k141_66	357	0.406	3	1.333	0.845	2	6.500	0.814	2195	0.993732846343958	0.270589626063308	Homo sapiens
k141_4059	1140	0.365	5	7.000	0.654	12	3.750	0.462	2195	0.552707128866733	0.0966084129932576	Homo sapiens
k141_3970	1038	0.385	5	64.600	0.968	16	38.750	0.918	2195	0.542033557137131	0.268146687823441	Homo sapiens
k141_5182	579	0.392	3	1.667	0.704	5	2.000	0.756	2196	2.00858634343404	0.288956178875558	Homo sapiens
k141_383	417	0.369	2	1.000	0.512	3	2.333	0.671	2196	1.53981964816621	0.26473397781697	Homo sapiens
k141_1770	377	0.403	2	3.500	1.000	5	9.600	0.927	2196	0.996247540111606	0.29807789464371	NA
k141_10086	444	0.414	3	2.000	0.867	5	2.000	0.814	2196	0.841334021664387	0.402242082342136	NA
k141_10461	583	0.405	5	36.800	0.982	13	44.385	0.937	2196	0.598825340116188	0.270757134835203	NA
k141_7900	375	0.349	2	1.500	1.000	2	2.500	0.959	2197	1.56706428308375	0.355140314287577	Homo sapiens
k141_8556	668	0.406	5	6.400	0.992	7	10.286	0.891	2198	0.51257259046385	0.216753380544311	NA
k141_3840	502	0.396	4	1.750	0.816	6	2.333	0.600	2199	1.31745143337364	0.240336968851801	Homo sapiens
k141_3070	813	0.390	3	1.000	0.601	2	3.000	0.686	2199	0.80180821150533	0.211003779718944	Homo sapiens
k141_8312	763	0.396	3	5.667	0.855	6	9.333	0.872	2199	0.689704660847449	0.239393011081812	NA
k141_1995	331	0.372	3	1.000	0.996	3	1.333	0.728	2200	8.27515286262444	0.283246166538609	Homo sapiens
k141_10477	723	0.386	4	3.250	0.825	7	3.714	0.801	2200	0.863930083741961	0.300940664210862	Ursus arctos
k141_8213	283	0.385	4	1.500	0.962	3	4.667	0.988	2201	1.27783649264851	0.423373209316432	NA
k141_3405	699	0.405	5	9.800	0.736	8	23.000	0.579	2201	0.53988687192754	0.206465734889252	Naegleria fowleri
k141_8098	323	0.427	2	2.500	0.707	4	2.250	0.652	2202	5.81821639437961	0.247125189210662	Homo sapiens
k141_3979	589	0.396	5	4.200	0.691	12	4.417	0.774	2202	1.6495482291829	0.253418469439044	Homo sapiens
k141_8168	592	0.370	5	4.000	0.712	9	7.000	0.589	2202	0.844178899600472	0.202359925778623	Homo sapiens
k141_3225	912	0.410	4	4.250	0.752	3	4.667	0.713	2202	0.437883990014497	0.182228562669009	NA
k141_9677	377	0.401	4	2.500	0.953	2	2.500	0.916	2203	0.971958571047072	0.261275835969183	NA
k141_9232	521	0.367	2	1.000	0.549	3	1.000	0.770	2203	0.698981701494891	0.219818063919793	Homo sapiens
k141_2360	544	0.406	2	1.500	1.000	2	2.000	0.278	2204	3.61567401934319	0.171762206518559	Homo sapiens
k141_1739	331	0.387	5	2.400	0.972	5	15.200	0.994	2204	1.14438733615394	0.316570051914977	NA
k141_136	358	0.408	3	1.000	0.912	3	9.333	0.998	2206	1.12818967185035	0.288564288447416	NA
k141_2686	410	0.400	3	1.333	0.818	2	2.500	0.829	2207	0.918967061630663	0.300495218124247	NA
k141_2976	419	0.406	5	12.200	1.000	11	14.727	0.991	2207	0.91673240112616	0.297233636492948	NA
k141_8997	412	0.369	4	1.250	0.783	5	2.600	0.781	2208	0.94211190112596	0.266625933079778	Homo sapiens
k141_7249	430	0.393	2	2.500	0.979	4	4.250	0.626	2209	1.54661480399678	0.307020999352148	Homo sapiens
k141_3246	314	0.404	3	1.667	0.620	4	2.750	0.731	2209	1.19545965306365	0.337743927913265	NA
k141_8379	564	0.420	5	5.400	0.803	9	11.000	0.868	2209	0.721288613306202	0.261855766814682	NA
k141_7768	908	0.421	5	239.200	0.462	17	216.353	0.265	2209	0.512056094389101	0.167017037871793	Homo sapiens
k141_917	444	0.376	4	2.750	0.885	6	3.833	0.706	2210	2.60450475169653	0.270179547135677	Homo sapiens
k141_4768	384	0.370	5	6.200	1.000	10	4.000	0.955	2210	1.82508159319345	0.343246803824649	Homo sapiens
k141_6565	514	0.379	2	1.000	0.995	7	8.714	0.667	2210	1.22857427608184	0.27342104398835	Homo sapiens
k141_10520	686	0.394	2	2.500	1.000	2	1.500	0.897	2210	1.01408398938388	0.245461688524443	Homo sapiens
k141_6650	785	0.378	5	27.400	0.871	11	30.818	0.783	2211	0.592827111381492	0.16629730296645	Homo sapiens
k141_1834	417	0.384	5	9.200	1.000	10	7.900	0.991	2212	0.941743096232374	0.267488752256098	NA
k141_6886	315	0.365	5	2.800	0.978	6	3.167	0.938	2213	2.13829631170253	0.43361480366717	Homo sapiens
k141_84	314	0.395	2	1.000	0.941	4	3.750	0.916	2213	1.28610407113534	0.395905415601314	NA
k141_4787	1046	0.380	5	49.600	0.986	17	34.059	0.893	2213	0.568779594900863	0.258053658781283	Homo sapiens
k141_8090	645	0.412	5	17.000	0.967	14	15.429	0.899	2214	0.601604677255966	0.234224724762119	NA
k141_5565	807	0.388	3	3.000	0.905	2	4.000	0.643	2214	0.559922977344957	0.151970917214963	Homo sapiens
k141_940	439	0.403	3	5.000	0.968	3	6.667	0.793	2215	10.0299316838726	0.370124854182812	Homo sapiens
k141_146	301	0.399	3	2.000	0.938	4	3.250	0.932	2215	1.24700682710916	0.339308717019327	NA
